rnum_a,rnum_b
0.9403768431102977,0.8061055822215302
0.18446921972953523,0.09350785183370514
0.12178305163095038,0.8181700665533702
0.4860919912912214,0.9585367472182402
0.45878154133706794,0.3923584884018798
0.323266780399156,0.5957167604120956
0.4923546006490134,0.720557391065973
0.26988291635055517,0.8283356505891433
0.8155884894598175,0.030224763563770907
0.34672998876723127,0.7258568288610245
0.20863643211141225,0.5860394997062153
0.061528311022691407,0.71211913757919
0.8020478392377286,0.7936744875897916
0.8983909003686457,0.7206645527744466
0.9262868870290681,0.14602086851503304
0.17693017753211637,0.9630673586260177
0.23352424198543065,0.21450286388256679
0.6350212919110496,0.8145613675110484
0.6172773891538228,0.19519194595933897
0.4747393076381441,0.3091222973923815
0.016967239664589018,0.18914540958092907
0.08492955055279916,0.9868614777350382
0.5606280361338467,0.505442806257101
0.8639855760452375,0.04013723596087493
0.755491373469249,0.13141008782174524
0.6710112618042001,0.18217897867811494
0.7763171476865549,0.26522483120401597
0.807738716100665,0.9625361663817429
0.1663721653073431,0.6465166916115239
0.33562633291421906,0.2871577160908303
0.09307818797391754,0.9121310747992204
0.8537512869499146,0.5379798535067422
0.007017787246727858,0.34649352478870443
0.21921060927111724,0.06114465508223099
0.5724237375651162,0.07833168743697239
0.3241838477174954,0.6219907702621954
0.9532381572915087,0.9661060427497565
0.7114130502383254,0.10460799307507385
0.22763826179156554,0.16924128248259573
0.7414697489965618,0.5341312212043405
0.5660032201563101,0.8937503712625714
0.645235348092208,0.38429360259235334
0.8594575131020852,0.5835829183834118
0.07232092300941928,0.4475323873911865
0.9200864151394723,0.00846639144287864
0.7377553460152906,0.6969940466831541
0.16752487505778668,0.016609179997820078
0.018746559508797667,0.719410234903306
0.711088046024454,0.6282213927906972
0.7547677220408535,0.019716402432349733
0.7094412408586941,0.37872267070487364
0.7553333280950993,0.35211814276637643
0.7874435842038137,0.04419054467411754
0.3778743544403995,0.897801876901827
0.6225332204314693,0.4529479613207359
0.6079718404091552,0.8229709172938451
0.14594150571922948,0.4077606332724859
0.20600259756757255,0.5020839374159765
0.3043400001001455,0.22605173907857812
0.11575921953311075,0.7837050645969532
0.9102121746248228,0.8359103890626658
0.7988740276877946,0.2928661677398119
0.975765634908317,0.3982477190761595
0.9402980356571364,0.6083891623345459
0.7099516867495341,0.16553294711018207
0.07744635988244819,0.5465563866783565
0.9971388896531703,0.9871494795021045
0.3143283470612508,0.11841075029901504
0.9398367160220169,0.14038176095077648
0.958655247174663,0.570361143906924
0.9185762750527913,0.1684886375987411
0.5301538553196685,0.9079011730700444
0.7965584370296683,0.29062559669979793
0.523294921782123,0.18691046916969545
0.016640724747249536,0.4766928855663861
0.31474825759728375,0.19362224502829384
0.9084667521199972,0.9791863340129738
0.5134298246316538,0.9922405321550232
0.573948286735757,0.42794225108146966
0.894294321432511,0.5818994449773134
0.6900729452808545,0.9462515206156064
0.3519035861993034,0.15281485231379222
0.02477724157145267,0.6408514282894282
0.5911279722466041,0.9015247807657123
0.9465469325915732,0.8395882018880108
0.3402183784414339,0.6659747641520122
0.8510401529992471,0.28259558012398167
0.13306379998047468,0.7485514120213228
0.7868275506002802,0.17635533265471692
0.8587275577632278,0.04462295119397797
0.687802823681045,0.46670859939859133
0.9593187180077185,0.32933156592068547
0.916752805615755,0.3174531867967849
0.31811969578410126,0.1591089666205645
0.2681141585561597,0.9206467523639457
0.9010632891650885,0.11427762684373821
0.5114765450058822,0.9005360474192303
0.8605385332319071,0.3066252846963189
0.9136420243432164,0.8672129516316411
0.16335478624314526,0.18065053873760473
0.56245544547262,0.006352320634345876
0.934452496010044,0.8918904249052824
0.8354698757008494,0.8428051767703664
0.2198943518904859,0.33352003373316963
0.1546514873959508,0.9395344331877205
0.14186917129548782,0.8299675825902357
0.4639433076992423,0.3868702928239107
0.48108928165976583,0.12327643354246476
0.8258394395901847,0.06843429275005897
0.7658397944898563,0.9754823199078846
0.8462858296831535,0.35255067954477415
0.5443006805567172,0.8077638097440081
0.16771907632917493,0.37166579650359166
0.7596072661424178,0.7120979192784926
0.17981067467845824,0.12523867026017133
0.11786734616744399,0.7729564528933344
0.4122551408155357,0.7833452396432166
0.8489279194619508,0.11834714703934046
0.9076277175371734,0.9806762290137643
0.7639350273533163,0.06872665761610541
0.31658852595131637,0.6449850540344544
0.184997904219113,0.11457213154499546
0.9786739817651613,0.509124714233973
